Time,Energy_theoretical_Wh_sum,GHI_mean,temp_max,temp_min,humidity_mean,wind_speed_mean,step,GHI_lag1,temp_max_lag1,GHI_7d_avg,temp_7d_avg,day_of_year,day_sin
2018-07-08,486.929379598425,71.03229166666667,24.9,12.6,69.66666666666667,3.3708333333333336,553,61.08645833333333,22.3,69.71264880952381,24.542857142857144,189,-0.11165900712169444
2018-07-09,491.53087859085,70.74791666666667,22.3,11.8,70.66666666666667,3.404166666666667,554,71.03229166666667,24.9,69.52752976190477,24.514285714285716,190,-0.12874817745258066
2018-07-10,281.05465688865,40.03333333333333,21.8,14.7,77.875,1.6583333333333332,555,70.74791666666667,22.3,64.68541666666667,24.157142857142855,191,-0.14579919691987442
2018-07-11,284.12476262055003,39.932291666666664,19.1,15.1,92.375,2.3125,556,40.03333333333333,21.8,57.868898809523806,22.842857142857138,192,-0.16280701293851646
2018-07-12,195.962990781825,27.741666666666664,19.1,15.8,92.66666666666667,3.204166666666667,557,39.932291666666664,19.1,49.96726190476191,21.914285714285715,193,-0.17976658572556214
2018-07-13,369.0603653299875,53.25208333333333,23.6,16.0,87.0,3.375,558,27.741666666666664,19.1,51.97514880952381,21.87142857142857,194,-0.19667288979357622
2018-07-14,394.0851744496125,56.41979166666667,20.8,11.5,80.41666666666667,4.55,559,53.25208333333333,23.6,51.308482142857144,21.657142857142862,195,-0.2135209154397959
2018-07-15,521.6887684083375,75.22291666666666,22.8,10.0,79.29166666666667,3.0666666666666664,560,56.41979166666667,20.8,51.90714285714286,21.357142857142858,196,-0.23030567023061196
2018-07-16,531.0313887871125,78.11666666666666,27.1,10.8,78.5,2.6375,561,75.22291666666666,22.8,52.95982142857143,22.042857142857144,197,-0.24702218048093527
2018-07-17,177.17914666653752,25.178124999999998,21.3,17.2,85.75,3.9458333333333333,562,78.11666666666666,27.1,50.837648809523806,21.97142857142857,198,-0.2636654927280072
2018-07-18,156.4735199835375,22.068749999999998,19.7,17.6,91.95833333333333,4.845833333333333,563,25.178124999999998,21.3,48.285714285714285,22.057142857142857,199,-0.2802306751992161
2018-07-19,224.138929820625,31.946875000000002,22.4,14.2,86.33333333333333,4.895833333333333,564,22.068749999999998,19.7,48.88645833333333,22.528571428571432,200,-0.2967128192734901
2018-07-20,533.5600176916874,77.46354166666667,23.6,11.5,74.16666666666667,2.9,565,31.946875000000002,22.4,52.345238095238095,22.528571428571432,201,-0.3131070409358267
2018-07-21,505.26594762693753,73.26875,23.8,9.8,74.20833333333333,2.7083333333333335,566,77.46354166666667,23.6,54.752232142857146,22.95714285714286,202,-0.3294084822245302
2018-07-22,444.48850307778747,65.06979166666666,26.0,10.0,72.20833333333333,1.625,567,73.26875,23.8,53.30178571428571,23.414285714285715,203,-0.3456123126707333
2018-07-23,461.235848626125,67.60729166666667,26.5,13.6,78.5,2.566666666666667,568,65.06979166666666,26.0,51.800446428571426,23.32857142857143,204,-0.3617137307297674
2018-07-24,395.3989864999125,58.125,26.9,13.6,78.875,2.4791666666666665,569,67.60729166666667,26.5,56.50714285714286,24.128571428571426,205,-0.37770796520396466
2018-07-25,494.5574992383,73.46979166666667,28.8,14.3,78.54166666666667,1.9666666666666666,570,58.125,26.9,63.85014880952381,25.428571428571427,206,-0.39359027665646645
2018-07-26,532.8278098673625,79.46145833333334,29.3,15.2,76.625,2.6125000000000003,571,73.46979166666667,28.8,70.63794642857142,26.414285714285715,207,-0.4093559588156211
2018-07-27,446.4523564635375,66.34479166666667,29.8,17.4,76.0,3.5875,572,79.46145833333334,29.3,69.04955357142856,27.3,208,-0.42500033996955394
2018-07-28,451.9907910727875,67.43958333333333,30.3,17.8,75.58333333333333,2.0375,573,66.34479166666667,29.8,68.21681547619048,28.228571428571428,209,-0.4405187843504952
2018-07-29,285.8233397396625,41.704166666666666,25.5,16.6,85.625,2.7708333333333335,574,67.43958333333333,30.3,64.87886904761905,28.157142857142855,210,-0.455906693508459
2018-07-30,368.693391202875,54.182291666666664,27.6,14.7,71.58333333333333,1.7666666666666666,575,41.704166666666666,25.5,62.961011904761904,28.314285714285713,211,-0.47115950767386394
2018-07-31,501.510709428525,75.8,32.6,13.5,69.5,2.1375,576,54.182291666666664,27.6,65.4860119047619,29.128571428571433,212,-0.4862727071086902
2018-08-01,440.752357538775,66.653125,32.8,18.8,74.41666666666667,2.845833333333333,577,75.8,32.6,64.51220238095239,29.7,213,-0.5012418134457756
2018-08-02,385.777230216075,57.39270833333333,28.8,16.8,77.5,3.5625,578,66.653125,32.8,61.35952380952381,29.62857142857143,214,-0.5160623910158526
2018-08-03,504.9858235827375,75.18124999999999,28.6,13.5,68.625,2.275,579,57.39270833333333,28.8,62.621874999999996,29.45714285714286,215,-0.5307300481619331
2018-08-04,338.4274741943625,49.7875,28.4,15.5,70.625,2.4916666666666667,580,75.18124999999999,28.6,60.10014880952381,29.185714285714287,216,-0.5452404385406507
2018-08-05,353.1541479429375,50.83020833333333,22.5,16.2,71.875,4.6875,581,49.7875,28.4,61.40386904761905,28.75714285714286,217,-0.5595892624101763
2018-08-06,482.3836441606125,70.32395833333334,25.7,15.6,68.79166666666667,2.9375,582,50.83020833333333,22.5,63.70982142857143,28.485714285714288,218,-0.5737722679043243
2018-08-07,508.4018559181125,76.05520833333334,31.3,15.1,52.0,4.0625,583,70.32395833333334,25.7,63.746279761904766,28.300000000000004,219,-0.5877852522924734
2018-08-08,459.2953707670125,69.621875,34.8,20.6,50.708333333333336,4.158333333333333,584,76.05520833333334,31.3,64.1703869047619,28.585714285714285,220,-0.6016240632249227
2018-08-09,437.0136174151875,65.43854166666667,31.6,19.7,68.375,3.608333333333333,585,69.621875,34.8,65.31979166666666,28.985714285714284,221,-0.6152845999633277
2018-08-10,260.921008663875,37.425000000000004,22.3,12.1,68.08333333333333,4.379166666666667,586,65.43854166666667,31.6,59.92604166666666,28.085714285714285,222,-0.6287628145958345
2018-08-11,279.090950320575,39.755208333333336,21.8,11.1,66.79166666666667,5.5625,587,37.425000000000004,22.3,58.49285714285715,27.142857142857142,223,-0.6420547132365636
2018-08-12,447.55345336241254,64.2,23.6,11.8,61.541666666666664,4.029166666666667,588,39.755208333333336,21.8,60.40282738095238,27.3,224,-0.655156357209085
2018-08-13,425.9895229726875,62.953125,29.4,13.6,54.833333333333336,2.1374999999999997,589,64.2,23.6,59.3498511904762,27.82857142857143,225,-0.6680638642135333
2018-08-14,333.48500896005,48.09479166666667,23.9,17.4,69.625,4.495833333333334,590,62.953125,29.4,55.35550595238095,26.77142857142857,226,-0.680773409477016
2018-08-15,300.6320212594125,43.234375,23.2,14.8,75.875,3.6166666666666667,591,48.09479166666667,23.9,51.585863095238096,25.114285714285717,227,-0.6932812268869771
2018-08-16,402.0100190668125,59.072916666666664,26.9,12.2,65.66666666666667,2.8208333333333333,592,43.234375,23.2,50.6764880952381,24.442857142857143,228,-0.7055836101071774
2018-08-17,432.0802172548125,64.27499999999999,29.6,16.2,61.166666666666664,3.8541666666666665,593,59.072916666666664,26.9,54.51220238095238,25.485714285714288,229,-0.7176769136759615
2018-08-18,452.6084066814,66.06875000000001,24.8,15.4,68.33333333333333,2.5416666666666665,594,64.27499999999999,29.6,58.27127976190476,25.914285714285715,230,-0.7295575540864876
2018-08-19,429.3927228983625,62.880208333333336,27.4,11.9,65.08333333333333,2.2916666666666665,595,66.06875000000001,24.8,58.08273809523809,26.457142857142856,231,-0.7412220108485957
2018-08-20,220.4732701823625,31.614583333333332,23.4,14.6,71.58333333333333,4.520833333333333,596,62.880208333333336,27.4,53.60580357142857,25.6,232,-0.7526668275320083
2018-08-21,429.26647112775,61.60833333333334,21.7,9.8,68.20833333333333,3.016666666666667,597,31.614583333333332,23.4,55.53630952380952,25.285714285714285,233,-0.7638886127905429
2018-08-22,446.84885811915,65.015625,26.3,7.0,67.66666666666667,1.9708333333333332,598,61.60833333333334,21.7,58.64791666666667,25.728571428571428,234,-0.7748840413670406
2018-08-23,423.5025151323,62.94166666666667,30.6,11.1,59.5,2.2041666666666666,599,65.015625,26.3,59.20059523809523,26.25714285714286,235,-0.7856498550787144
2018-08-24,197.6836208038875,28.271874999999998,22.5,14.0,76.83333333333333,2.8125,600,62.94166666666667,30.6,54.05729166666667,25.24285714285714,236,-0.7961828637826154
